state,chamber,district,party,pres_margin,next_election
IA,House,11,R,-40.7,2026.0
IA,House,12,R,-45.7,2026.0
IA,House,13,R,-54.6,2026.0
IA,House,14,R,-26.8,2026.0
IA,House,15,R,-35.3,2026.0
IA,House,16,R,-42.0,2026.0
IA,House,17,R,-44.1,2026.0
IA,House,18,R,-40.3,2026.0
IA,House,19,R,-8.6,2026.0
IA,House,20,D,-8.2,2026.0
IA,House,21,R,-23.5,2026.0
IA,House,22,R,-20.6,2026.0
IA,House,23,R,-40.7,2026.0
IA,House,24,R,-47.7,2026.0
IA,House,25,R,-28.2,2026.0
IA,House,26,R,-50.2,2026.0
IA,House,27,D,0.9,2026.0
IA,House,28,R,-1.7,2026.0
IA,House,29,D,15.6,2026.0
IA,House,30,D,17.8,2026.0
IA,House,31,D,14.9,2026.0
IA,House,32,D,19.8,2026.0
IA,House,33,D,24.6,2026.0
IA,House,34,D,47.1,2026.0
IA,House,35,D,38.0,2026.0
IA,House,36,D,52.0,2026.0
IA,House,37,R,-44.3,2026.0
IA,House,38,R,-24.6,2026.0
IA,House,39,D,-0.8,2026.0
IA,House,40,R,-7.5,2026.0
IA,House,41,R,-3.4,2026.0
IA,House,42,D,-0.6,2026.0
IA,House,43,R,4.0,2026.0
IA,House,44,D,9.7,2026.0
IA,House,45,R,-24.4,2026.0
IA,House,46,R,-8.7,2026.0
IA,House,47,R,-28.6,2026.0
IA,House,48,R,-17.7,2026.0
IA,House,49,D,24.5,2026.0
IA,House,50,D,29.4,2026.0
IA,House,51,R,-21.3,2026.0
IA,House,52,R,-7.2,2026.0
IA,House,53,R,-19.3,2026.0
IA,House,54,R,-39.1,2026.0
IA,House,55,R,-32.3,2026.0
IA,House,56,R,-44.4,2026.0
IA,House,57,R,-28.0,2026.0
IA,House,58,R,-33.1,2026.0
IA,House,59,R,-5.2,2026.0
IA,House,60,R,-29.2,2026.0
IA,House,61,D,4.5,2026.0
IA,House,62,D,22.0,2026.0
IA,House,63,R,-18.0,2026.0
IA,House,64,R,-34.7,2026.0
IA,House,65,R,-25.6,2026.0
IA,House,66,R,-31.0,2026.0
IA,House,67,R,-32.8,2026.0
IA,House,68,R,-30.4,2026.0
IA,House,69,R,-12.4,2026.0
IA,House,70,R,-28.6,2026.0
IA,House,71,D,7.9,2026.0
IA,House,72,R,-1.4,2026.0
IA,House,73,D,6.7,2026.0
IA,House,74,D,16.4,2026.0
IA,House,75,D,8.8,2026.0
IA,House,76,R,-18.2,2026.0
IA,House,77,D,12.1,2026.0
IA,House,78,D,32.5,2026.0
IA,House,79,D,16.7,2026.0
IA,House,80,D,9.3,2026.0
IA,House,81,D,1.3,2026.0
IA,House,82,R,-22.3,2026.0
IA,House,83,R,-10.7,2026.0
IA,House,84,R,-27.6,2026.0
IA,House,85,D,28.2,2026.0
IA,House,86,D,49.6,2026.0
IA,House,87,R,-20.9,2026.0
IA,House,88,R,-49.0,2026.0
IA,House,89,D,51.9,2026.0
IA,House,90,D,53.2,2026.0
IA,House,91,R,-12.9,2026.0
IA,House,92,R,-15.2,2026.0
IA,House,93,R,-8.1,2026.0
IA,House,94,R,-7.9,2026.0
IA,House,95,R,-41.0,2026.0
IA,House,96,R,-12.5,2026.0
IA,House,97,D,19.1,2026.0
IA,House,98,D,-1.7,2026.0
IA,House,99,R,-8.3,2026.0
IA,House,100,R,-26.8,2026.0
IA,Senate,1,D,-11.4,2026.0
IA,Senate,2,R,-65.4,2028.0
IA,Senate,3,R,-46.7,2026.0
IA,Senate,4,R,-39.9,2028.0
IA,Senate,5,R,-41.0,2026.0
IA,Senate,6,R,-43.0,2028.0
IA,Senate,7,R,-41.8,2026.0
IA,Senate,8,R,-38.6,2028.0
IA,Senate,9,R,-42.1,2026.0
IA,Senate,10,R,-8.4,2028.0
IA,Senate,11,R,-21.9,2026.0
IA,Senate,12,R,-43.9,2028.0
IA,Senate,13,R,-40.5,2026.0
IA,Senate,14,D,-0.3,2028.0
IA,Senate,15,D,16.8,2026.0
IA,Senate,16,D,17.3,2028.0
IA,Senate,17,D,35.8,2026.0
IA,Senate,18,D,45.0,2028.0
IA,Senate,19,R,-35.2,2026.0
IA,Senate,20,R,-4.5,2028.0
IA,Senate,21,R,-2.2,2026.0
IA,Senate,22,D,6.7,2028.0
IA,Senate,23,R,-16.6,2026.0
IA,Senate,24,R,-22.9,2028.0
IA,Senate,25,D,27.3,2026.0
IA,Senate,26,R,-15.6,2028.0
IA,Senate,27,R,-29.5,2026.0
IA,Senate,28,R,-38.3,2028.0
IA,Senate,29,R,-30.4,2026.0
IA,Senate,30,R,-17.8,2028.0
IA,Senate,31,D,12.3,2026.0
IA,Senate,32,R,-26.1,2028.0
IA,Senate,33,R,-28.2,2026.0
IA,Senate,34,R,-31.7,2028.0
IA,Senate,35,D,-21.1,2026.0
IA,Senate,36,D,3.0,2028.0
IA,Senate,37,D,11.3,2026.0
IA,Senate,38,R,-5.2,2028.0
IA,Senate,39,D,22.5,2026.0
IA,Senate,40,D,12.7,2028.0
IA,Senate,41,R,-11.3,2026.0
IA,Senate,42,R,-18.8,2028.0
IA,Senate,43,D,38.3,2026.0
IA,Senate,44,R,-35.3,2028.0
IA,Senate,45,D,52.6,2026.0
IA,Senate,46,R,-13.9,2028.0
IA,Senate,47,R,-8.0,2026.0
IA,Senate,48,R,-28.0,2028.0
IA,Senate,49,D,8.7,2026.0
IA,Senate,50,R,-17.5,2028.0
KS,House,1,R,-54.1,2026.0
KS,House,2,R,-42.4,2026.0
KS,House,3,R,-14.5,2026.0
KS,House,4,R,-58.3,2026.0
KS,House,5,R,-29.4,2026.0
KS,House,6,R,-39.0,2026.0
KS,House,7,R,-35.8,2026.0
KS,House,8,R,-6.1,2026.0
KS,House,9,R,-51.7,2026.0
KS,House,10,D,54.8,2026.0
KS,House,11,R,-46.8,2026.0
KS,House,12,R,-64.1,2026.0
KS,House,13,R,-57.1,2026.0
KS,House,14,R,2.4,2026.0
KS,House,15,R,-0.9,2026.0
KS,House,16,D,9.9,2026.0
KS,House,17,D,12.4,2026.0
KS,House,18,D,12.2,2026.0
KS,House,19,D,26.4,2026.0
KS,House,20,D,15.7,2026.0
KS,House,21,D,33.0,2026.0
KS,House,22,D,25.3,2026.0
KS,House,23,D,21.6,2026.0
KS,House,24,D,29.0,2026.0
KS,House,25,D,36.0,2026.0
KS,House,26,R,-13.6,2026.0
KS,House,27,R,-9.7,2026.0
KS,House,28,R,4.9,2026.0
KS,House,29,D,21.3,2026.0
KS,House,30,R,3.2,2026.0
KS,House,31,D,35.9,2026.0
KS,House,32,D,40.5,2026.0
KS,House,33,R,-4.5,2026.0
KS,House,34,D,54.6,2026.0
KS,House,35,D,53.4,2026.0
KS,House,36,D,13.3,2026.0
KS,House,37,D,16.7,2026.0
KS,House,38,R,-25.1,2026.0
KS,House,39,R,-0.2,2026.0
KS,House,40,R,-11.7,2026.0
KS,House,41,R,-16.8,2026.0
KS,House,42,R,-25.8,2026.0
KS,House,43,R,-23.2,2026.0
KS,House,44,D,51.8,2026.0
KS,House,45,D,39.9,2026.0
KS,House,46,D,70.6,2026.0
KS,House,47,R,-32.2,2026.0
KS,House,48,D,9.1,2026.0
KS,House,49,D,4.2,2026.0
KS,House,50,R,-28.4,2026.0
KS,House,51,R,-34.8,2026.0
KS,House,52,R,-2.6,2026.0
KS,House,53,D,10.6,2026.0
KS,House,54,R,-34.2,2026.0
KS,House,55,D,23.4,2026.0
KS,House,56,D,9.4,2026.0
KS,House,57,D,7.9,2026.0
KS,House,58,D,23.4,2026.0
KS,House,59,R,-39.6,2026.0
KS,House,60,R,-2.7,2026.0
KS,House,61,R,-45.3,2026.0
KS,House,62,R,-58.8,2026.0
KS,House,63,R,-46.0,2026.0
KS,House,64,R,-51.7,2026.0
KS,House,65,R,-14.7,2026.0
KS,House,66,D,24.4,2026.0
KS,House,67,R,5.4,2026.0
KS,House,68,R,-34.3,2026.0
KS,House,69,R,-33.5,2026.0
KS,House,70,R,-54.3,2026.0
KS,House,71,R,-29.9,2026.0
KS,House,72,R,-24.0,2026.0
KS,House,73,R,-36.9,2026.0
KS,House,74,R,-33.8,2026.0
KS,House,75,R,-45.2,2026.0
KS,House,76,R,-48.9,2026.0
KS,House,77,R,-42.6,2026.0
KS,House,78,R,-1.8,2026.0
KS,House,79,R,-40.6,2026.0
KS,House,80,R,-40.6,2026.0
KS,House,81,R,-26.4,2026.0
KS,House,82,R,-32.5,2026.0
KS,House,83,D,17.7,2026.0
KS,House,84,D,42.2,2026.0
KS,House,85,R,-8.1,2026.0
KS,House,86,D,12.4,2026.0
KS,House,87,R,-4.5,2026.0
KS,House,88,R,0.4,2026.0
KS,House,89,D,23.2,2026.0
KS,House,90,R,-40.1,2026.0
KS,House,91,R,-26.3,2026.0
KS,House,92,D,15.9,2026.0
KS,House,93,R,-49.1,2026.0
KS,House,94,R,-25.0,2026.0
KS,House,95,D,0.8,2026.0
KS,House,96,R,-7.6,2026.0
KS,House,97,R,-22.1,2026.0
KS,House,98,R,-25.3,2026.0
KS,House,99,R,-24.2,2026.0
KS,House,100,R,-19.9,2026.0
KS,House,101,R,-47.5,2026.0
KS,House,102,R,-17.8,2026.0
KS,House,103,D,23.0,2026.0
KS,House,104,R,-35.3,2026.0
KS,House,105,R,-13.8,2026.0
KS,House,106,R,-60.8,2026.0
KS,House,107,R,-56.5,2026.0
KS,House,108,D,17.2,2026.0
KS,House,109,R,-62.0,2026.0
KS,House,110,R,-69.3,2026.0
KS,House,111,R,-41.0,2026.0
KS,House,112,R,-55.4,2026.0
KS,House,113,R,-58.6,2026.0
KS,House,114,R,-54.9,2026.0
KS,House,115,R,-63.5,2026.0
KS,House,116,R,-62.3,2026.0
KS,House,117,R,-6.6,2026.0
KS,House,118,R,-74.9,2026.0
KS,House,119,R,-23.3,2026.0
KS,House,120,R,-69.4,2026.0
KS,House,121,R,-4.3,2026.0
KS,House,122,R,-56.0,2026.0
KS,House,123,R,-27.5,2026.0
KS,House,124,R,-67.9,2026.0
KS,House,125,R,-40.8,2026.0
KS,Senate,1,R,-49.8,2028.0
KS,Senate,2,D,57.3,2028.0
KS,Senate,3,R,-13.3,2028.0
KS,Senate,4,D,45.2,2028.0
KS,Senate,5,R,-8.6,2028.0
KS,Senate,6,D,22.4,2028.0
KS,Senate,7,D,32.2,2028.0
KS,Senate,8,D,20.7,2028.0
KS,Senate,9,R,-14.8,2028.0
KS,Senate,10,R,2.8,2028.0
KS,Senate,11,R,2.6,2028.0
KS,Senate,12,R,-52.6,2028.0
KS,Senate,13,R,-38.9,2028.0
KS,Senate,14,R,-45.5,2028.0
KS,Senate,15,R,-48.9,2028.0
KS,Senate,16,R,-21.5,2028.0
KS,Senate,17,R,-19.3,2028.0
KS,Senate,18,R,-33.1,2028.0
KS,Senate,19,D,27.1,2028.0
KS,Senate,20,R,-4.5,2028.0
KS,Senate,21,D,20.2,2028.0
KS,Senate,22,R,1.8,2028.0
KS,Senate,23,R,-2.7,2028.0
KS,Senate,24,R,-38.2,2028.0
KS,Senate,25,D,12.8,2028.0
KS,Senate,26,R,-40.1,2028.0
KS,Senate,27,R,-20.9,2028.0
KS,Senate,28,R,-17.2,2028.0
KS,Senate,29,D,37.1,2028.0
KS,Senate,30,R,-14.5,2028.0
KS,Senate,31,R,-26.0,2028.0
KS,Senate,32,R,-45.9,2028.0
KS,Senate,33,R,-58.2,2028.0
KS,Senate,34,R,-40.0,2028.0
KS,Senate,35,R,-1.6,2028.0
KS,Senate,36,R,-64.2,2028.0
KS,Senate,37,R,-17.5,2028.0
KS,Senate,38,R,-49.5,2028.0
KS,Senate,39,R,-53.7,2028.0
KS,Senate,40,R,-61.1,2028.0
KY,House,1,R,-51.1,2026.0
KY,House,2,R,-60.0,2026.0
KY,House,3,R,-32.3,2026.0
KY,House,4,R,-50.9,2026.0
KY,House,5,R,-41.1,2026.0
KY,House,6,R,-56.1,2026.0
KY,House,7,R,-31.0,2026.0
KY,House,8,R,-41.0,2026.0
KY,House,9,R,-33.5,2026.0
KY,House,10,R,-45.2,2026.0
KY,House,11,R,-29.2,2026.0
KY,House,12,R,-59.5,2026.0
KY,House,13,R,-25.8,2026.0
KY,House,14,R,-55.8,2026.0
KY,House,15,R,-58.0,2026.0
KY,House,16,R,-57.3,2026.0
KY,House,17,R,-24.5,2026.0
KY,House,18,R,-57.5,2026.0
KY,House,19,R,-42.6,2026.0
KY,House,20,R,-9.7,2026.0
KY,House,21,R,-71.1,2026.0
KY,House,22,R,-53.6,2026.0
KY,House,23,R,-52.8,2026.0
KY,House,24,R,-63.6,2026.0
KY,House,25,R,-22.8,2026.0
KY,House,26,R,-46.8,2026.0
KY,House,27,R,-39.9,2026.0
KY,House,28,R,-12.9,2026.0
KY,House,29,R,-10.3,2026.0
KY,House,30,D,40.6,2026.0
KY,House,31,R,3.2,2026.0
KY,House,32,D,20.4,2026.0
KY,House,33,R,-7.6,2026.0
KY,House,34,D,34.7,2026.0
KY,House,35,D,4.9,2026.0
KY,House,36,R,-10.9,2026.0
KY,House,37,R,-18.4,2026.0
KY,House,38,D,-1.4,2026.0
KY,House,39,R,-18.2,2026.0
KY,House,40,D,50.3,2026.0
KY,House,41,D,48.3,2026.0
KY,House,42,D,71.1,2026.0
KY,House,43,D,64.7,2026.0
KY,House,44,D,39.0,2026.0
KY,House,45,D,-4.1,2026.0
KY,House,46,D,10.0,2026.0
KY,House,47,R,-55.3,2026.0
KY,House,48,R,2.3,2026.0
KY,House,49,R,-51.5,2026.0
KY,House,50,R,-41.7,2026.0
KY,House,51,R,-51.1,2026.0
KY,House,52,R,-69.1,2026.0
KY,House,53,R,-52.6,2026.0
KY,House,54,R,-44.7,2026.0
KY,House,55,R,-49.3,2026.0
KY,House,56,R,-18.8,2026.0
KY,House,57,D,-2.0,2026.0
KY,House,58,R,-34.0,2026.0
KY,House,59,R,-23.0,2026.0
KY,House,60,R,-33.0,2026.0
KY,House,61,R,-59.9,2026.0
KY,House,62,R,-29.1,2026.0
KY,House,63,R,-18.6,2026.0
KY,House,64,R,-28.8,2026.0
KY,House,65,R,-5.5,2026.0
KY,House,66,R,-40.4,2026.0
KY,House,67,D,-2.7,2026.0
KY,House,68,R,-27.5,2026.0
KY,House,69,R,-23.4,2026.0
KY,House,70,R,-50.5,2026.0
KY,House,71,R,-55.4,2026.0
KY,House,72,R,-45.7,2026.0
KY,House,73,R,-29.2,2026.0
KY,House,74,R,-49.5,2026.0
KY,House,75,D,27.3,2026.0
KY,House,76,D,26.4,2026.0
KY,House,77,D,44.4,2026.0
KY,House,78,R,-54.4,2026.0
KY,House,79,D,26.6,2026.0
KY,House,80,R,-61.4,2026.0
KY,House,81,R,-33.3,2026.0
KY,House,82,R,-69.4,2026.0
KY,House,83,R,-71.9,2026.0
KY,House,84,R,-61.4,2026.0
KY,House,85,R,-62.8,2026.0
KY,House,86,R,-71.3,2026.0
KY,House,87,R,-71.6,2026.0
KY,House,88,R,-6.2,2026.0
KY,House,89,R,-63.5,2026.0
KY,House,90,R,-75.6,2026.0
KY,House,91,R,-41.5,2026.0
KY,House,92,R,-64.4,2026.0
KY,House,93,D,12.4,2026.0
KY,House,94,R,-67.5,2026.0
KY,House,95,D,-57.7,2026.0
KY,House,96,R,-62.2,2026.0
KY,House,97,R,-73.2,2026.0
KY,House,98,R,-48.1,2026.0
KY,House,99,R,-43.8,2026.0
KY,House,100,R,-46.1,2026.0
KY,Senate,1,R,-51.8,2028.0
KY,Senate,2,R,-46.8,2026.0
KY,Senate,3,R,-44.1,2028.0
KY,Senate,4,R,-44.2,2026.0
KY,Senate,5,R,-58.7,2028.0
KY,Senate,6,R,-11.9,2026.0
KY,Senate,7,R,-34.2,2028.0
KY,Senate,8,R,-35.2,2026.0
KY,Senate,9,R,-49.9,2028.0
KY,Senate,10,R,-29.5,2026.0
KY,Senate,11,R,-34.6,2028.0
KY,Senate,12,R,-17.7,2026.0
KY,Senate,13,D,33.2,2028.0
KY,Senate,14,R,-48.4,2026.0
KY,Senate,15,R,-67.7,2028.0
KY,Senate,16,R,-53.9,2026.0
KY,Senate,17,R,-34.7,2028.0
KY,Senate,18,R,-50.2,2026.0
KY,Senate,19,D,30.8,2028.0
KY,Senate,20,R,-30.4,2026.0
KY,Senate,21,R,-69.4,2028.0
KY,Senate,22,R,-19.5,2026.0
KY,Senate,23,R,-15.2,2028.0
KY,Senate,24,R,-26.3,2026.0
KY,Senate,25,R,-74.4,2028.0
KY,Senate,26,D,20.4,2026.0
KY,Senate,27,R,-31.4,2028.0
KY,Senate,28,R,-25.9,2026.0
KY,Senate,29,R,-65.3,2028.0
KY,Senate,30,R,-62.3,2026.0
KY,Senate,31,R,-67.9,2028.0
KY,Senate,32,R,-38.7,2026.0
KY,Senate,33,D,48.5,2028.0
KY,Senate,34,R,-20.8,2026.0
KY,Senate,35,D,27.5,2028.0
KY,Senate,36,R,-1.9,2026.0
KY,Senate,37,D,5.4,2028.0
KY,Senate,38,R,-40.7,2026.0
LA,House,1,R,-48.3,2027.0
LA,House,2,D,56.9,2027.0
LA,House,3,D,62.3,2027.0
LA,House,4,D,49.4,2027.0
LA,House,5,R,-44.9,2027.0
LA,House,6,R,-26.3,2027.0
LA,House,7,R,-43.4,2027.0
LA,House,8,R,-46.9,2027.0
LA,House,9,R,-45.9,2027.0
LA,House,10,R,-39.2,2027.0
LA,House,11,D,13.9,2027.0
LA,House,12,R,-57.2,2027.0
LA,House,13,R,-46.2,2027.0
LA,House,14,R,-44.5,2027.0
LA,House,15,R,-77.6,2027.0
LA,House,16,D,28.2,2027.0
LA,House,17,D,43.1,2027.0
LA,House,18,R,-27.4,2027.0
LA,House,19,R,-52.5,2027.0
LA,House,20,R,-72.3,2027.0
LA,House,21,D,0.1,2027.0
LA,House,22,R,-55.7,2027.0
LA,House,23,D,78.2,2027.0
LA,House,24,R,-78.5,2027.0
LA,House,25,R,-46.5,2027.0
LA,House,26,D,41.3,2027.0
LA,House,27,R,-71.6,2027.0
LA,House,28,R,-45.1,2027.0
LA,House,29,D,49.8,2027.0
LA,House,30,R,-46.3,2027.0
LA,House,31,R,-49.4,2027.0
LA,House,32,R,-72.3,2027.0
LA,House,33,R,-70.1,2027.0
LA,House,34,D,57.1,2027.0
LA,House,35,R,-65.0,2027.0
LA,House,36,R,-50.9,2027.0
LA,House,37,R,-58.8,2027.0
LA,House,38,R,-54.2,2027.0
LA,House,39,R,-37.6,2027.0
LA,House,40,D,10.0,2027.0
LA,House,41,R,-58.9,2027.0
LA,House,42,R,-59.2,2027.0
LA,House,43,R,-42.5,2027.0
LA,House,44,D,32.0,2027.0
LA,House,45,R,-31.1,2027.0
LA,House,46,R,-53.2,2027.0
LA,House,47,R,-70.3,2027.0
LA,House,48,R,-55.8,2027.0
LA,House,49,R,-66.0,2027.0
LA,House,50,R,-30.8,2027.0
LA,House,51,R,-47.6,2027.0
LA,House,52,R,-60.0,2027.0
LA,House,53,R,-50.6,2027.0
LA,House,54,R,-79.4,2027.0
LA,House,55,R,-50.3,2027.0
LA,House,56,R,-41.9,2027.0
LA,House,57,D,34.2,2027.0
LA,House,58,D,25.2,2027.0
LA,House,59,R,-36.8,2027.0
LA,House,60,D,-13.3,2027.0
LA,House,61,D,68.2,2027.0
LA,House,62,D,9.1,2027.0
LA,House,63,D,29.4,2027.0
LA,House,64,R,-70.5,2027.0
LA,House,65,R,-39.6,2027.0
LA,House,66,R,-36.4,2027.0
LA,House,67,D,52.7,2027.0
LA,House,68,R,-11.0,2027.0
LA,House,69,R,-20.1,2027.0
LA,House,70,R,-9.1,2027.0
LA,House,71,R,-53.8,2027.0
LA,House,72,D,6.6,2027.0
LA,House,73,R,-57.8,2027.0
LA,House,74,R,-63.6,2027.0
LA,House,75,R,-40.3,2027.0
LA,House,76,R,-21.2,2027.0
LA,House,77,R,-52.3,2027.0
LA,House,78,R,-41.6,2027.0
LA,House,79,R,-32.6,2027.0
LA,House,80,R,-30.4,2027.0
LA,House,81,R,-63.0,2027.0
LA,House,82,R,-23.0,2027.0
LA,House,83,D,22.0,2027.0
LA,House,84,R,-36.7,2027.0
LA,House,85,R,7.9,2027.0
LA,House,86,R,-49.0,2027.0
LA,House,87,D,43.2,2027.0
LA,House,88,R,-55.5,2027.0
LA,House,89,R,-50.4,2027.0
LA,House,90,R,-30.9,2027.0
LA,House,91,D,71.8,2027.0
LA,House,92,R,4.1,2027.0
LA,House,93,D,77.6,2027.0
LA,House,94,R,-12.4,2027.0
LA,House,95,R,-67.3,2027.0
LA,House,96,D,14.8,2027.0
LA,House,97,D,79.7,2027.0
LA,House,98,D,54.4,2027.0
LA,House,99,D,86.3,2027.0
LA,House,100,D,65.4,2027.0
LA,House,101,D,43.2,2027.0
LA,House,102,D,63.9,2027.0
LA,House,103,R,-29.3,2027.0
LA,House,104,R,-37.6,2027.0
LA,House,105,R,-8.8,2027.0
LA,Senate,1,R,-33.5,2027.0
LA,Senate,2,D,28.5,2027.0
LA,Senate,3,D,52.3,2027.0
LA,Senate,4,D,62.7,2027.0
LA,Senate,5,D,72.4,2027.0
LA,Senate,6,R,-39.2,2027.0
LA,Senate,7,D,50.3,2027.0
LA,Senate,8,R,-24.7,2027.0
LA,Senate,9,R,-16.3,2027.0
LA,Senate,10,R,-33.0,2027.0
LA,Senate,11,R,-47.3,2027.0
LA,Senate,12,R,-48.2,2027.0
LA,Senate,13,R,-66.3,2027.0
LA,Senate,14,D,49.9,2027.0
LA,Senate,15,D,55.5,2027.0
LA,Senate,16,R,-18.8,2027.0
LA,Senate,17,R,-35.0,2027.0
LA,Senate,18,R,-51.5,2027.0
LA,Senate,19,R,-25.7,2027.0
LA,Senate,20,R,-63.5,2027.0
LA,Senate,21,R,-41.8,2027.0
LA,Senate,22,R,-40.3,2027.0
LA,Senate,23,R,-45.2,2027.0
LA,Senate,24,D,8.1,2027.0
LA,Senate,25,R,-51.8,2027.0
LA,Senate,26,R,-62.1,2027.0
LA,Senate,27,R,-30.3,2027.0
LA,Senate,28,R,-50.4,2027.0
LA,Senate,29,D,21.2,2027.0
LA,Senate,30,R,-71.9,2027.0
LA,Senate,31,R,-45.5,2027.0
LA,Senate,32,R,-64.5,2027.0
LA,Senate,33,R,-54.2,2027.0
LA,Senate,34,D,21.8,2027.0
LA,Senate,35,R,-62.1,2027.0
LA,Senate,36,R,-44.9,2027.0
LA,Senate,37,R,-41.0,2027.0
LA,Senate,38,R,-22.6,2027.0
LA,Senate,39,D,28.5,2027.0
ME,House,1,R,-21.1,2026.0
ME,House,2,R,-9.7,2026.0
ME,House,3,R,-24.6,2026.0
ME,House,4,R,-22.4,2026.0
ME,House,5,R,-9.3,2026.0
ME,House,6,R,-43.0,2026.0
ME,House,7,R,-35.6,2026.0
ME,House,8,R,-52.6,2026.0
ME,House,9,R,-9.8,2026.0
ME,House,10,R,-26.2,2026.0
ME,House,11,R,-27.7,2026.0
ME,House,12,R,-11.2,2026.0
ME,House,13,R,-2.5,2026.0
ME,House,14,D,40.9,2026.0
ME,House,15,D,21.3,2026.0
ME,House,16,D,25.0,2026.0
ME,House,17,R,0.1,2026.0
ME,House,18,R,-28.3,2026.0
ME,House,19,R,-16.5,2026.0
ME,House,20,D,-1.6,2026.0
ME,House,21,D,26.4,2026.0
ME,House,22,D,13.9,2026.0
ME,House,23,D,18.0,2026.0
ME,House,24,D,25.4,2026.0
ME,House,25,D,39.5,2026.0
ME,House,26,D,10.2,2026.0
ME,House,27,R,-32.0,2026.0
ME,House,28,R,-38.9,2026.0
ME,House,29,R,-27.4,2026.0
ME,House,30,R,-31.5,2026.0
ME,House,31,R,-27.7,2026.0
ME,House,32,R,-37.8,2026.0
ME,House,33,R,-38.0,2026.0
ME,House,34,R,-30.3,2026.0
ME,House,35,R,-28.0,2026.0
ME,House,36,R,-3.0,2026.0
ME,House,37,R,-5.4,2026.0
ME,House,38,R,-12.3,2026.0
ME,House,39,D,31.0,2026.0
ME,House,40,D,10.6,2026.0
ME,House,41,D,50.1,2026.0
ME,House,42,D,28.2,2026.0
ME,House,43,D,12.8,2026.0
ME,House,44,D,-5.7,2026.0
ME,House,45,R,-7.0,2026.0
ME,House,46,D,27.2,2026.0
ME,House,47,D,-1.7,2026.0
ME,House,48,D,20.3,2026.0
ME,House,49,D,10.5,2026.0
ME,House,50,D,36.7,2026.0
ME,House,51,D,29.5,2026.0
ME,House,52,D,-3.0,2026.0
ME,House,53,R,-18.0,2026.0
ME,House,54,D,11.6,2026.0
ME,House,55,D,7.0,2026.0
ME,House,56,R,-22.9,2026.0
ME,House,57,D,3.7,2026.0
ME,House,58,D,-8.0,2026.0
ME,House,59,D,12.4,2026.0
ME,House,60,D,7.4,2026.0
ME,House,61,R,-18.0,2026.0
ME,House,62,R,-22.8,2026.0
ME,House,63,R,-14.2,2026.0
ME,House,64,D,30.2,2026.0
ME,House,65,D,17.2,2026.0
ME,House,66,R,-11.1,2026.0
ME,House,67,R,-20.6,2026.0
ME,House,68,R,-27.8,2026.0
ME,House,69,R,-39.4,2026.0
ME,House,70,R,-13.5,2026.0
ME,House,71,R,-25.9,2026.0
ME,House,72,R,-35.9,2026.0
ME,House,73,R,-13.9,2026.0
ME,House,74,R,-17.7,2026.0
ME,House,75,D,6.5,2026.0
ME,House,76,R,-15.9,2026.0
ME,House,77,R,-28.1,2026.0
ME,House,78,R,-5.5,2026.0
ME,House,79,R,-18.6,2026.0
ME,House,80,R,-25.3,2026.0
ME,House,81,R,-1.4,2026.0
ME,House,82,R,-3.7,2026.0
ME,House,83,R,-0.7,2026.0
ME,House,84,R,-19.2,2026.0
ME,House,85,R,-7.0,2026.0
ME,House,86,R,-1.4,2026.0
ME,House,87,R,-15.5,2026.0
ME,House,88,R,-1.2,2026.0
ME,House,89,D,7.3,2026.0
ME,House,90,R,4.2,2026.0
ME,House,91,R,-19.7,2026.0
ME,House,92,R,-29.1,2026.0
ME,House,93,D,21.9,2026.0
ME,House,94,D,4.9,2026.0
ME,House,95,D,10.2,2026.0
ME,House,96,D,-1.6,2026.0
ME,House,97,R,-12.2,2026.0
ME,House,98,D,2.2,2026.0
ME,House,99,D,31.3,2026.0
ME,House,100,D,45.3,2026.0
ME,House,101,D,45.4,2026.0
ME,House,102,D,42.2,2026.0
ME,House,103,D,54.6,2026.0
ME,House,104,R,-3.3,2026.0
ME,House,105,D,15.2,2026.0
ME,House,106,R,1.8,2026.0
ME,House,107,R,6.1,2026.0
ME,House,108,D,18.8,2026.0
ME,House,109,D,21.4,2026.0
ME,House,110,D,43.5,2026.0
ME,House,111,D,41.7,2026.0
ME,House,112,D,48.3,2026.0
ME,House,113,D,61.3,2026.0
ME,House,114,D,61.5,2026.0
ME,House,115,D,64.5,2026.0
ME,House,116,D,64.6,2026.0
ME,House,117,D,71.8,2026.0
ME,House,118,D,68.5,2026.0
ME,House,119,D,71.3,2026.0
ME,House,120,D,44.7,2026.0
ME,House,121,D,49.4,2026.0
ME,House,122,D,58.7,2026.0
ME,House,123,D,57.9,2026.0
ME,House,124,D,31.6,2026.0
ME,House,125,D,31.6,2026.0
ME,House,126,D,29.8,2026.0
ME,House,127,D,32.4,2026.0
ME,House,128,D,32.4,2026.0
ME,House,129,D,26.3,2026.0
ME,House,130,D,26.3,2026.0
ME,House,131,D,19.1,2026.0
ME,House,132,D,27.1,2026.0
ME,House,133,D,27.1,2026.0
ME,House,134,D,29.9,2026.0
ME,House,135,D,32.5,2026.0
ME,House,136,R,-4.7,2026.0
ME,House,137,R,-5.0,2026.0
ME,House,138,R,-18.3,2026.0
ME,House,139,R,-19.3,2026.0
ME,House,140,R,-8.4,2026.0
ME,House,141,R,-6.8,2026.0
ME,House,142,D,3.9,2026.0
ME,House,143,R,-12.5,2026.0
